epoch,loss_total
1,0.7963594198226929
2,0.5582257509231567
3,0.4469171166419983
4,0.4308292269706726
5,0.46051475405693054
6,0.4798022210597992
7,0.4687396287918091
8,0.43772974610328674
9,0.40349239110946655
10,0.37720808386802673
11,0.36114072799682617
12,0.35066425800323486
13,0.3376031816005707
14,0.31332656741142273
15,0.27236488461494446
16,0.2158491611480713
17,0.15304416418075562
18,0.09782353043556213
19,0.05899670720100403
20,0.03727060928940773
21,0.03413325920701027
22,0.052089620381593704
23,0.08241143077611923
24,0.1008196547627449
25,0.09162071347236633
26,0.06401827186346054
27,0.035613592714071274
28,0.017868170514702797
29,0.012507598847150803
30,0.015369057655334473
31,0.021650023758411407
32,0.028203804045915604
33,0.03329043090343475
34,0.035790592432022095
35,0.034895360469818115
36,0.03037668950855732
37,0.023063886910676956
38,0.014928779564797878
39,0.008381040766835213
40,0.005045437254011631
41,0.004941162653267384
42,0.0067695993930101395
43,0.00895678997039795
44,0.010449020192027092
45,0.010756166651844978
46,0.009659206494688988
47,0.007266183849424124
48,0.0043385992757976055
49,0.002106260973960161
50,0.0014352189609780908
51,0.0022092843428254128
52,0.0035484428517520428
53,0.004538386594504118
54,0.004765041638165712
55,0.004324532113969326
56,0.0035055631306022406
57,0.0025502487551420927
58,0.0016852086409926414
59,0.0012046772753819823
60,0.0013159830123186111
61,0.0018836602102965117
62,0.0024663121439516544
63,0.0026763025671243668
64,0.0024612322449684143
65,0.002031060867011547
66,0.0016017542220652103
67,0.001279032207094133
68,0.0011223254259675741
69,0.0011764829978346825
70,0.001398259773850441
71,0.0016301481518894434
72,0.001708636642433703
73,0.0015933966496959329
74,0.0013762657763436437
75,0.001177761354483664
76,0.001057143323123455
77,0.0010160867823287845
78,0.0010439344914630055
79,0.0011214298428967595
80,0.0011985285673290491
81,0.0012143626809120178
82,0.0011521887499839067
83,0.0010557136265560985
84,0.0009829459013417363
85,0.000956570147536695
86,0.0009641482029110193
87,0.0009877268457785249
88,0.001015229499898851
89,0.0010319538414478302
90,0.001022716285660863
91,0.0009884184692054987
92,0.0009502740576863289
93,0.0009306521387770772
94,0.0009333993657492101
95,0.0009464488248340786
96,0.0009579573525115848
97,0.0009631551802158356
98,0.0009597040480002761
99,0.0009463987080380321
100,0.0009280787780880928
101,0.0009149493998847902
102,0.0009132426930591464
103,0.0009193752193823457
104,0.0009252800373360515
105,0.0009265240514650941
106,0.0009232237352989614
107,0.0009164799121208489
108,0.0009077767026610672
109,0.0009004346211440861
110,0.0008978239493444562
111,0.0008996321703307331
112,0.0009020601282827556
113,0.0009020064026117325
114,0.000899397418834269
115,0.0008955526864156127
116,0.0008914388017728925
117,0.0008880289387889206
118,0.0008864534902386367
119,0.0008866895805113018
120,0.0008871264290064573
121,0.0008862536633387208
122,0.0008841135422699153
123,0.0008816482732072473
124,0.0008794620516709983
125,0.0008777746115811169
126,0.0008767907274886966
127,0.0008763808291405439
128,0.0008758383919484913
129,0.0008745694067329168
130,0.0008727545500732958
131,0.0008709781686775386
