t,S,Analytic,QNN$_7$,QNN$_4$,R-QNN$^{(2)}_4$,R-QNN$^{(3)}_4$
0.5,57.80989438576987,18.802935246708174,17.741581,18.355995,17.589214,17.635948
0.5,57.8988326848249,18.891683394034885,17.824724,18.434021,17.680819,17.728428
0.5,57.98777098387993,18.98043794847515,17.907995,18.512127,17.772589,17.82102
0.5,58.076709282934964,19.069198704143247,17.9914,18.590343,17.864475,17.913746
0.5,58.165647581989994,19.157965461364398,18.074913,18.668636,17.956501,18.00659
0.5,58.254585881045024,19.246738026503557,18.158552,18.747025,18.048662,18.099548
0.5,58.343524180100054,19.33551621179825,18.242302,18.825495,18.140955,18.192625
0.5,58.43246247915509,19.424299835195477,18.32617,18.904041,18.23338,18.285809
0.5,58.52140077821012,19.513088720192442,18.410168,18.982681,18.325935,18.37912
0.5,58.61033907726515,19.601882695681297,18.494278,19.061417,18.418623,18.472534
0.5,58.69927737632018,19.690681595797592,18.578505,19.140238,18.511433,18.566061
0.5,58.78821567537521,19.77948525977248,18.662844,19.219137,18.604374,18.6597
0.5,58.87715397443024,19.86829353178856,18.747309,19.298119,18.697418,18.753443
0.5,58.96609227348527,19.957106260839332,18.83188,19.377193,18.790615,18.847292
0.5,59.0550305725403,20.045923300592158,18.91657,19.456356,18.883907,18.941257
0.5,59.143968871595334,20.134744509254652,19.00137,19.535597,18.977335,19.035313
0.5,59.232907170650364,20.223569749444486,19.086285,19.614927,19.070879,19.12947
0.5,59.321845469705394,20.312398888062468,19.171295,19.694328,19.164526,19.223747
0.5,59.410783768760425,20.401231796168865,19.256441,19.773819,19.258299,19.318102
0.5,59.499722067815455,20.490068348862962,19.34168,19.853392,19.352184,19.412563
0.5,59.588660366870485,20.578908425165622,19.42706,19.933052,19.4462,19.507128
0.5,59.677598665925515,20.66775190790503,19.51253,20.012804,19.540302,19.601778
0.5,59.766536964980546,20.75659868360526,19.598095,20.092625,19.634525,19.696527
0.5,59.855475264035576,20.845448642377924,19.683796,20.17253,19.728859,19.791368
0.5,59.944413563090606,20.934301677816528,19.769594,20.252525,19.823294,19.886301
0.5,60.033351862145636,21.02315768689371,19.855495,20.332584,19.917849,19.981321
0.5,60.12229016120067,21.11201656986122,19.941504,20.412731,20.01249,20.07643
0.5,60.2112284602557,21.200878230152455,20.027632,20.492966,20.107254,20.171625
0.5,60.30016675931073,21.289742574287764,20.113861,20.573282,20.2021,20.266912
0.5,60.389105058365764,21.378609511782194,20.200203,20.653679,20.29704,20.362284
0.5,60.478043357420795,21.467478955055732,20.286629,20.734148,20.392107,20.457726
0.5,60.566981656475825,21.556350819346093,20.373177,20.814705,20.487253,20.553265
0.5,60.655919955530855,21.64522502262372,20.459822,20.89533,20.582499,20.648872
0.5,60.744858254585886,21.734101485509292,20.54656,20.976046,20.677834,20.744574
0.5,60.833796553640916,21.82298013119331,20.633408,21.056831,20.77327,20.84034
0.5,60.922734852695946,21.91186088535813,20.72036,21.137705,20.868795,20.936178
0.5,61.011673151750976,22.00074367610189,20.807419,21.21865,20.964422,21.032104
0.5,61.10061145080601,22.08962843386486,20.89457,21.299679,21.060104,21.128105
0.5,61.18954974986104,22.178515091357525,20.981817,21.380787,21.155901,21.224169
0.5,61.27848804891607,22.26740358349099,21.069174,21.461956,21.251781,21.320295
0.5,61.3674263479711,22.356293847309097,21.156633,21.543215,21.347736,21.416513
0.5,61.45636464702613,22.44518582192267,21.244183,21.62455,21.443785,21.512785
0.5,61.54530294608116,22.534079448445425,21.33183,21.705957,21.539915,21.609129
0.5,61.63424124513619,22.6229746699319,21.419569,21.787445,21.636124,21.705536
0.5,61.72317954419122,22.71187143131698,21.50741,21.868998,21.732397,21.802006
0.5,61.81211784324625,22.80076967935731,21.595354,21.950642,21.828781,21.898542
0.5,61.90105614230128,22.889669362574296,21.683382,22.032354,21.925203,21.995132
0.5,61.98999444135631,22.978570431198783,21.771513,22.114147,22.021723,22.091791
0.5,62.07893274041134,23.067472837117343,21.85973,22.196007,22.118315,22.188507
0.5,62.16787103946637,23.15637653382013,21.94805,22.277952,22.21498,22.285284
0.5,62.2568093385214,23.245281476350222,22.036453,22.35995,22.311707,22.382114
0.5,62.34574763757643,23.3341876212545,22.124952,22.442038,22.408508,22.479004
0.5,62.43468593663147,23.42309492653591,22.213554,22.524197,22.505383,22.575933
0.5,62.5236242356865,23.512003351607206,22.302229,22.606428,22.602314,22.672926
0.5,62.61256253474153,23.600912857245973,22.390999,22.688728,22.699308,22.76997
0.5,62.70150083379656,23.68982340555106,22.479866,22.771105,22.796385,22.867071
0.5,62.79043913285159,23.77873495990027,22.568825,22.853563,22.893513,22.964209
0.5,62.87937743190662,23.867647484909327,22.657848,22.936077,22.99069,23.061384
0.5,62.96831573096165,23.956560946392067,22.746975,23.018677,23.087938,23.158638
0.5,63.05725403001668,24.045475311321802,22.836205,23.101343,23.185263,23.255909
0.5,63.14619232907171,24.1343905477939,22.925499,23.184065,23.282612,23.353231
0.5,63.23513062812674,24.22330662498947,23.01488,23.266884,23.380043,23.450602
0.5,63.32406892718177,24.312223513140104,23.104359,23.349756,23.477509,23.548016
0.5,63.4130072262368,24.401141183493777,23.193901,23.43271,23.57503,23.645462
0.5,63.50194552529183,24.490059608281697,23.28356,23.515722,23.672611,23.742947
0.5,63.59088382434686,24.578978760686255,23.373278,23.598806,23.770247,23.84048
0.5,63.67982212340189,24.667898614809857,23.463095,23.681969,23.867933,23.938034
0.5,63.76876042245692,24.75681914564484,23.552992,23.765186,23.965637,24.03562
0.5,63.85769872151195,24.845740329044155,23.64296,23.848486,24.063425,24.13326
0.5,63.94663702056698,24.934662141693146,23.73302,23.931843,24.161232,24.230923
0.5,64.03557531962201,25.023584561082025,23.823158,24.015278,24.25909,24.328617
0.5,64.12451361867704,25.11250756547932,23.913372,24.098782,24.35701,24.426336
0.5,64.21345191773207,25.201431133906077,24.00367,24.182356,24.454943,24.524103
0.5,64.3023902167871,25.290355246110977,24.09403,24.265993,24.552938,24.621881
0.5,64.39132851584213,25.379279882546037,24.184507,24.349676,24.65095,24.719683
0.5,64.48026681489716,25.4682050243433,24.27502,24.43345,24.749008,24.817522
0.5,64.5692051139522,25.55713065329209,24.365631,24.517288,24.847113,24.91539
0.5,64.65814341300722,25.646056751817085,24.456305,24.60119,24.945236,25.01326
0.5,64.74708171206225,25.734983302957012,24.547077,24.68516,25.043411,25.111172
0.5,64.83602001111728,25.82391029034406,24.637905,24.769194,25.141603,25.209105
0.5,64.92495831017231,25.912837698183964,24.728817,24.853296,25.239836,25.307053
0.5,65.01389660922734,26.00176551123662,24.819801,24.937462,25.338081,25.405006
0.5,65.10283490828238,26.090693714797524,24.910868,25.021696,25.436373,25.502989
0.5,65.1917732073374,26.179622294679568,25.001995,25.105988,25.534674,25.601002
0.5,65.28071150639244,26.268551237195524,25.093193,25.19033,25.633024,25.69901
0.5,65.36964980544748,26.35748052914122,25.184467,25.274748,25.73139,25.797045
0.5,65.45858810450251,26.446410157778978,25.275812,25.359241,25.82977,25.895096
0.5,65.54752640355754,26.535340110821828,25.367245,25.443794,25.928183,25.993155
0.5,65.63646470261257,26.624270376418167,25.45871,25.528412,26.026608,26.091211
0.5,65.7254030016676,26.71320094313684,25.550268,25.61308,26.12505,26.18929
0.5,65.81434130072263,26.802131799952818,25.641895,25.697823,26.223524,26.287384
0.5,65.90327959977766,26.891062936233226,25.73358,25.78261,26.322016,26.385475
0.5,65.99221789883269,26.97999434172393,25.825344,25.86748,26.420517,26.483574
0.5,66.08115619788772,27.068926006536543,25.917183,25.952406,26.519041,26.581694
0.5,66.17009449694275,27.157857921135786,26.009066,26.037388,26.617563,26.679808
0.5,66.25903279599778,27.246790076327343,26.101023,26.122442,26.7161,26.777918
0.5,66.34797109505281,27.33572246324608,26.193043,26.207544,26.81466,26.87604
0.5,66.43690939410784,27.424655073344667,26.28514,26.292723,26.913227,26.974165
0.5,66.52584769316287,27.513587898382596,26.377281,26.377949,27.011793,27.072285
0.5,66.6147859922179,27.602520930415437,26.469505,26.463219,27.110386,27.17041
0.5,66.70372429127293,27.691454161784712,26.56178,26.548578,27.20897,27.26854
0.5,66.79266259032796,27.780387585107775,26.654127,26.633984,27.307552,27.366663
0.5,66.881600889383,27.869321193268334,26.746523,26.719458,27.406153,27.464775
0.5,66.97053918843802,27.958254979407066,26.838995,26.804985,27.504763,27.56289
0.5,67.05947748749306,28.047188936912697,26.9315,26.890564,27.60337,27.661005
0.5,67.14841578654809,28.13612305941325,27.0241,26.97622,27.701979,27.759108
0.5,67.23735408560312,28.225057340767712,27.116734,27.061922,27.80058,27.857203
0.5,67.32629238465815,28.31399177505792,27.209438,27.14768,27.89918,27.955292
0.5,67.41523068371318,28.402926356580707,27.302202,27.233503,27.99778,28.053383
0.5,67.5041689827682,28.491861079840312,27.395002,27.319359,28.09639,28.151443
0.5,67.59310728182324,28.580795939541126,27.487886,27.40529,28.194986,28.249506
0.5,67.68204558087827,28.66973093058057,27.580812,27.491285,28.293587,28.347563
0.5,67.7709838799333,28.75866604804228,27.673798,27.577333,28.392166,28.445593
0.5,67.85992217898833,28.847601287189534,27.766823,27.663431,28.490732,28.543615
0.5,67.94886047804336,28.936536643458886,27.859945,27.749598,28.589308,28.641624
0.5,68.03779877709839,29.02547211245397,27.953089,27.83581,28.687866,28.739628
0.5,68.12673707615342,29.11440768993959,28.046295,27.922073,28.78642,28.837603
0.5,68.21567537520845,29.203343371836,28.139545,28.008402,28.884947,28.935568
0.5,68.30461367426348,29.29227915421329,28.232857,28.094776,28.983488,29.033524
0.5,68.39355197331851,29.381215033286153,28.326216,28.18121,29.081993,29.131443
0.5,68.48249027237354,29.470151005408596,28.419622,28.2677,29.180489,29.229355
0.5,68.57142857142857,29.559087067069044,28.513086,28.354248,29.278973,29.327238
0.5,68.6603668704836,29.648023214885463,28.606596,28.440842,29.37744,29.42512
0.5,68.74930516953863,29.73695944560074,28.700157,28.527485,29.475878,29.522951
0.5,68.83824346859366,29.825895756078175,28.793766,28.614176,29.574318,29.620777
0.5,68.92718176764869,29.914832143297197,28.887419,28.700943,29.672728,29.71859
0.5,69.01612006670372,30.003768604349105,28.981129,28.787748,29.77111,29.816362
0.5,69.10505836575875,30.09270513643311,29.074873,28.874617,29.86949,29.914112
0.5,69.19399666481378,30.181641736852384,29.168678,28.961535,29.967827,30.011843
0.5,69.28293496386881,30.270578403010326,29.262535,29.048485,30.066153,30.109545
0.5,69.37187326292386,30.359515132406912,29.356413,29.135523,30.164452,30.207224
0.5,69.46081156197889,30.448451922635208,29.450348,29.222584,30.262745,30.304863
0.5,69.54974986103392,30.537388771378033,29.544334,29.30971,30.360981,30.402493
0.5,69.63868816008895,30.626325676404605,29.638357,29.39687,30.459211,30.500076
0.5,69.72762645914398,30.71526263556749,29.732422,29.484093,30.557402,30.597633
0.5,69.81656475819901,30.80419964679951,29.826534,29.571371,30.655565,30.695162
0.5,69.90550305725404,30.89313670811086,29.920687,29.658686,30.75371,30.792664
0.5,69.99444135630907,30.982073817586212,30.014874,29.746054,30.851818,30.89013
0.5,70.0833796553641,31.07101097338208,30.109114,29.833487,30.949898,30.98756
0.5,70.17231795441913,31.159948173724153,30.203386,29.92095,31.047937,31.08496
0.5,70.26125625347416,31.248885416904734,30.297697,30.008469,31.14595,31.182333
0.5,70.35019455252919,31.337822701280352,30.392052,30.096035,31.243929,31.279657
0.5,70.43913285158422,31.42676002526934,30.486437,30.183653,31.34189,31.376955
0.5,70.52807115063925,31.515697387349633,30.580873,30.271317,31.43979,31.47422
0.5,70.61700944969428,31.604634786056522,30.675335,30.359032,31.537674,31.571432
0.5,70.70594774874931,31.693572219980602,30.769846,30.446802,31.635519,31.668617
0.5,70.79488604780434,31.782509687765618,30.864388,30.534607,31.733313,31.765766
0.5,70.88382434685937,31.871447188106636,30.958961,30.622458,31.831072,31.862877
0.5,70.9727626459144,31.96038471974807,31.053574,30.710354,31.928804,31.959953
0.5,71.06170094496943,32.049322281481885,31.14823,30.798325,32.026505,32.056976
0.5,71.15063924402446,32.13825987214581,31.242922,30.886324,32.124134,32.153973
0.5,71.23957754307949,32.22719749062167,31.337626,30.97435,32.221733,32.25092
0.5,71.32851584213452,32.31613513583372,31.432379,31.062443,32.319305,32.347828
0.5,71.41745414118955,32.405072806747114,31.527157,31.150581,32.416817,32.444695
0.5,71.50639244024458,32.49401050236633,31.62197,31.238758,32.5143,32.54152
0.5,71.59533073929961,32.582948221733766,31.716814,31.32699,32.61173,32.638298
0.5,71.68426903835464,32.67188596392826,31.8117,31.415262,32.709133,32.73503
0.5,71.77320733740967,32.76082372806378,31.906609,31.50357,32.806473,32.83172
0.5,71.8621456364647,32.84976151328811,32.001534,31.591917,32.90376,32.92837
0.5,71.95108393551973,32.93869931878155,32.09651,31.680332,33.001015,33.024982
0.5,72.04002223457476,33.02763714375575,32.19151,31.768774,33.098225,33.12153
0.5,72.1289605336298,33.116574987452495,32.286533,31.857262,33.19538,33.218044
0.5,72.21789883268482,33.2055128491426,32.381573,31.945799,33.2925,33.314507
0.5,72.30683713173985,33.29445072812478,32.47666,32.03438,33.389553,33.410923
0.5,72.39577543079488,33.3833886237247,32.571774,32.123,33.486572,33.507294
0.5,72.48471372984991,33.472326535293845,32.6669,32.21166,33.58352,33.603615
0.5,72.57365202890495,33.56126446220862,32.762074,32.30037,33.680428,33.69988
0.5,72.66259032795998,33.65020240386938,32.857246,32.38911,33.7773,33.79611
0.5,72.751528627015,33.73914035969955,32.952457,32.477905,33.874096,33.89229
0.5,72.84046692607004,33.828078329144745,33.047695,32.56674,33.970856,33.9884
0.5,72.92940522512507,33.91701631167194,33.142956,32.655617,34.067554,34.084476
0.5,73.0183435241801,34.005954306768615,33.238243,32.744526,34.164204,34.1805
0.5,73.10728182323513,34.09489231394206,33.33354,32.833477,34.260796,34.276474
0.5,73.19622012229016,34.183830332718564,33.428864,32.922485,34.357338,34.37239
0.5,73.2851584213452,34.27276836264276,33.524223,33.011528,34.453827,34.46825
0.5,73.37409672040023,34.3617064032768,33.619583,33.100594,34.550255,34.564068
0.5,73.46303501945526,34.45064445419984,33.714977,33.1897,34.64661,34.65984
0.5,73.55197331851029,34.5395825150073,33.810387,33.27886,34.742947,34.755547
0.5,73.64091161756532,34.62852058531028,33.90581,33.36806,34.83919,34.8512
0.5,73.72984991662035,34.71745866473497,34.001263,33.457302,34.9354,34.94679
0.5,73.81878821567538,34.806396752922055,34.096733,33.54657,35.031536,35.042343
0.5,73.90772651473041,34.895334849526144,34.19223,33.63588,35.12763,35.137833
0.5,73.99666481378544,34.98427295421531,34.287727,33.725224,35.223637,35.233276
0.5,74.08560311284047,35.073211066670495,34.383255,33.814613,35.319607,35.32866
0.5,74.1745414118955,35.162149186585076,34.47879,33.904053,35.415512,35.423985
0.5,74.26347971095053,35.25108731366435,34.57435,33.993523,35.51137,35.51925
0.5,74.35241801000556,35.340025447625095,34.669918,34.083015,35.60715,35.61447
0.5,74.4413563090606,35.428963588195145,34.765503,34.17256,35.702877,35.70963
0.5,74.53029460811563,35.51790173511295,34.86111,34.26214,35.798546,35.80472
0.5,74.61923290717066,35.60683988812714,34.95671,34.351746,35.894142,35.899773
0.5,74.70817120622569,35.69577804699622,35.052345,34.441406,35.989685,35.994755
0.5,74.79710950528072,35.78471621148807,35.148003,34.531086,36.085167,36.089684
0.5,74.88604780433575,35.873654381379666,35.243645,34.620804,36.180573,36.184547
0.5,74.97498610339078,35.962592556456784,35.33931,34.710575,36.275925,36.279366
0.5,75.0639244024458,36.05153073651348,35.43499,34.80036,36.371212,36.374123
0.5,75.15286270150084,36.14046892135194,35.530693,34.890198,36.466434,36.468803
0.5,75.24180100055587,36.22940711078211,35.626392,34.98006,36.561584,36.563446
0.5,75.3307392996109,36.31834530462139,35.722103,35.06996,36.65669,36.658028
0.5,75.41967759866593,36.40728350269432,35.817818,35.1599,36.751713,36.75254
0.5,75.50861589772096,36.496221704832365,35.91355,35.249863,36.846687,36.846992
0.5,75.59755419677599,36.5851599108736,36.009308,35.339867,36.941578,36.94139
0.5,75.68649249583102,36.674098120662485,36.10504,35.429897,37.036404,37.035732
0.5,75.77543079488605,36.763036334049566,36.20081,35.51998,37.131184,37.13001
0.5,75.86436909394108,36.85197455089133,36.296574,35.610085,37.22587,37.22422
0.5,75.95330739299611,36.940912771049874,36.39235,35.700226,37.320515,37.318375
0.5,76.04224569205114,37.02985099439273,36.488125,35.790398,37.415077,37.412468
0.5,76.13118399110617,37.11878922079269,36.58392,35.88059,37.509583,37.5065
0.5,76.2201222901612,37.20772745012757,36.679703,35.970825,37.604004,37.60048
0.5,76.30906058921623,37.29666568227996,36.775517,36.061104,37.698364,37.69439
0.5,76.39799888827126,37.38560391713713,36.871323,36.151398,37.79268,37.788235
0.5,76.48693718732629,37.47454215459082,36.96712,36.241737,37.886898,37.882023
0.5,76.57587548638132,37.563480394537024,37.062935,36.3321,37.981056,37.97575
0.5,76.66481378543635,37.65241863687586,37.158752,36.422493,38.075153,38.06941
0.5,76.75375208449138,37.741356881511415,37.25457,36.512924,38.169174,38.163006
0.5,76.84269038354641,37.83029512835156,37.350395,36.603382,38.263134,38.256554
0.5,76.93162868260144,37.91923337730783,37.446217,36.69387,38.357018,38.35003
0.5,77.02056698165647,38.00817162829527,37.542057,36.784386,38.450855,38.44345
0.5,77.1095052807115,38.09710988123232,37.637882,36.874943,38.544598,38.5368
0.5,77.19844357976653,38.18604813604061,37.733707,36.965523,38.63827,38.630093
0.5,77.28738187882158,38.274986392644934,37.829536,37.056137,38.731876,38.723324
0.5,77.37632017787661,38.36392465097301,37.92537,37.14678,38.82542,38.81648
0.5,77.46525847693164,38.452862910955524,38.021202,37.237442,38.918896,38.909584
0.5,77.55419677598667,38.54180117252586,38.11703,37.328144,39.012295,39.00263
0.5,77.6431350750417,38.630739435620036,38.212864,37.418873,39.10564,39.095604
0.5,77.73207337409673,38.719677700176696,38.308685,37.50962,39.198887,39.188507
0.5,77.82101167315176,38.80861596613686,38.40451,37.60041,39.292095,39.28137
0.5,77.90994997220679,38.897554233443955,38.50033,37.691223,39.38521,39.374153
0.5,77.99888827126182,38.9864925020436,38.596157,37.782074,39.47825,39.46686
0.5,78.08782657031685,39.07543077188366,38.691975,37.87293,39.571236,39.559536
0.5,78.17676486937188,39.16436904291402,38.787792,37.963837,39.66415,39.652138
0.5,78.26570316842691,39.25330731508661,38.8836,38.054768,39.756985,39.744663
0.5,78.35464146748194,39.34224558835524,38.979397,38.145706,39.849743,39.837135
0.5,78.44357976653697,39.431183862675645,39.07521,38.23669,39.942455,39.929546
0.5,78.532518065592,39.52012213800524,39.171,38.327682,40.03508,40.021896
0.5,78.62145636464703,39.609060414303194,39.266796,38.418724,40.127647,40.114174
0.5,78.71039466370206,39.69799869153034,39.36258,38.509785,40.22014,40.20639
0.5,78.79933296275709,39.78693696964899,39.45836,38.600864,40.312546,40.298553
0.5,78.88827126181212,39.87587524862308,39.554127,38.691975,40.404896,40.39064
0.5,78.97720956086715,39.9648135284179,39.649887,38.783115,40.49716,40.48267
0.5,79.06614785992218,40.05375180900019,39.74565,38.874283,40.589367,40.57464
0.5,79.15508615897721,40.142690090338,39.841404,38.96546,40.681515,40.666546
0.5,79.24402445803224,40.231628372400685,39.93714,39.05667,40.77357,40.758377
0.5,79.33296275708727,40.3205666551588,40.032875,39.147907,40.865566,40.85015
0.5,79.4219010561423,40.40950493858411,40.1286,39.239166,40.95749,40.941875
0.5,79.51083935519733,40.4984432226495,40.22432,39.33046,41.049343,41.033527
0.5,79.59977765425236,40.58738150732897,40.320015,39.421764,41.14112,41.12511
0.5,79.6887159533074,40.67631979259755,40.415718,39.5131,41.232838,41.216637
0.5,79.77765425236242,40.76525807843129,40.5114,39.60447,41.32448,41.3081
0.5,79.86659255141745,40.85419636480716,40.607063,39.695835,41.416065,41.399498
0.5,79.95553085047248,40.943134651703126,40.70274,39.787235,41.507553,41.490833
0.5,80.04446914952752,41.03207293909799,40.79839,39.87867,41.598984,41.58212
0.5,80.13340744858255,41.12101122697145,40.894024,39.970123,41.69034,41.67333
0.5,80.22234574763758,41.20994951530398,40.98965,40.061607,41.78164,41.764473
0.5,80.3112840466926,41.29888780407688,41.08526,40.153084,41.872856,41.85556
0.5,80.40022234574764,41.3878260932722,41.18086,40.244595,41.96402,41.946587
0.5,80.48916064480267,41.476764382872695,41.276432,40.33616,42.055096,42.03755
0.5,80.5780989438577,41.56570267286183,41.372025,40.42772,42.146107,42.12846
0.5,80.66703724291273,41.654640963223756,41.467575,40.519306,42.23706,42.219303
0.5,80.75597554196776,41.74357925394324,41.563126,40.6109,42.32793,42.310078
0.5,80.84491384102279,41.832517545005665,41.65866,40.702534,42.418743,42.400806
0.5,80.93385214007782,41.92145583639704,41.754166,40.794174,42.50947,42.49145
0.5,81.02279043913285,42.01039412810389,41.849663,40.885853,42.60014,42.58205
0.5,81.11172873818788,42.09933242011334,41.945145,40.977547,42.69074,42.67259
0.5,81.20066703724292,42.18827071241301,42.040623,41.06925,42.781277,42.76306
0.5,81.28960533629795,42.277209004991,42.136074,41.16098,42.871735,42.85347
0.5,81.37854363535298,42.36614729783595,42.231506,41.252754,42.96213,42.94383
0.5,81.46748193440801,42.455085590936896,42.326923,41.344513,43.052467,43.034115
0.5,81.55642023346304,42.54402388428338,42.422318,41.436287,43.14272,43.124344
0.5,81.64535853251807,42.63296217786532,42.5177,41.528103,43.232906,43.214516
0.5,81.7342968315731,42.72190047167308,42.613068,41.61993,43.323032,43.30463
0.5,81.82323513062813,42.8108387656974,42.708412,41.71178,43.413094,43.394684
0.5,81.91217342968316,42.899777059929384,42.803734,41.803654,43.503082,43.484676
0.5,82.0011117287382,42.98871535436053,42.899048,41.89554,43.593025,43.574615
0.5,82.09005002779323,43.07765364898265,42.99434,41.987442,43.682877,43.664494
0.5,82.17898832684826,43.16659194378792,43.089592,42.07937,43.772655,43.75429
0.5,82.26792662590329,43.255530238768806,43.18484,42.1713,43.862392,43.844055
0.5,82.35686492495832,43.3444685339181,43.280075,42.26326,43.95205,43.933754
0.5,82.44580322401335,43.43340682922889,43.375282,42.35524,44.041637,44.02339
0.5,82.53474152306838,43.52234512469452,43.47047,42.44724,44.131176,44.112972
0.5,82.6236798221234,43.61128342030863,43.565636,42.53924,44.22064,44.202496
0.5,82.71261812117844,43.70022171606512,43.660786,42.631268,44.310043,44.291973
0.5,82.80155642023347,43.78916001195814,43.7559,42.723312,44.39937,44.381363
0.5,82.8904947192885,43.87809830798204,43.850998,42.815384,44.488632,44.470722
0.5,82.97943301834353,43.96703660413147,43.946075,42.907455,44.57784,44.560013
0.5,83.06837131739856,44.05597490040124,44.041138,42.99955,44.666977,44.64925
0.5,83.15730961645359,44.144913196786405,44.136166,43.091667,44.75606,44.738426
0.5,83.24624791550862,44.23385149328219,44.23118,43.1838,44.845078,44.827557
0.5,83.33518621456365,44.322789789884055,44.32616,43.275948,44.934025,44.91663
0.5,83.42412451361868,44.41172808658763,44.421112,43.3681,45.0229,45.00563
0.5,83.51306281267371,44.500666383388705,44.516056,43.460274,45.11174,45.094585
0.5,83.60200111172874,44.589604680283266,44.610962,43.552467,45.200504,45.18349
0.5,83.69093941078377,44.67854297726746,44.705856,43.644665,45.289215,45.27233
0.5,83.7798777098388,44.76748127433759,44.800716,43.736885,45.37786,45.361122
0.5,83.86881600889383,44.85641957149011,44.89556,43.82912,45.46643,45.449863
0.5,83.95775430794886,44.94535786872159,44.99038,43.921375,45.55495,45.538548
0.5,84.04669260700389,45.03429616602881,45.08515,44.013626,45.643394,45.627163
0.5,84.13563090605892,45.12323446340861,45.179913,44.105907,45.73179,45.715744
0.5,84.22456920511395,45.21217276085801,45.27465,44.198204,45.82014,45.80426
0.5,84.31350750416898,45.301111058374126,45.36936,44.29051,45.90843,45.892727
0.5,84.40244580322401,45.3900493559542,45.464043,44.38282,45.99664,45.98114
0.5,84.49138410227904,45.478987653595574,45.5587,44.47516,46.0848,46.06951
0.5,84.58032240133407,45.567925951295734,45.65333,44.567516,46.172897,46.157818
0.5,84.6692607003891,45.65686424905224,45.747917,44.659855,46.260925,46.246063
0.5,84.75819899944413,45.74580254686276,45.842487,44.75224,46.348934,46.334274
0.5,84.84713729849916,45.83474084472506,45.937042,44.84463,46.43685,46.42242
0.5,84.9360755975542,45.92367914263698,46.03155,44.937016,46.524715,46.51053
0.5,85.02501389660922,46.01261744059649,46.126034,45.029423,46.61254,46.598576
0.5,85.11395219566425,46.101555738601604,46.220505,45.12186,46.700294,46.686584
0.5,85.2028904947193,46.19049403665044,46.314938,45.214294,46.787983,46.774532
0.5,85.29182879377433,46.27943233474118,46.409325,45.306747,46.87562,46.862427
0.5,85.38076709282936,46.368370632872065,46.503696,45.3992,46.963226,46.95027
0.5,85.46970539188439,46.457308931041474,46.598045,45.491653,47.050747,47.03807
0.5,85.55864369093942,46.54624722924778,46.692352,45.58414,47.138237,47.125828
0.5,85.64758198999445,46.635185527489455,46.78664,45.67662,47.225647,47.213528
0.5,85.73652028904948,46.724123825765034,46.880898,45.76913,47.313026,47.301186
0.5,85.82545858810451,46.81306212407312,46.975117,45.86165,47.400345,47.38879
0.5,85.91439688715954,46.90200042241234,47.069294,45.954163,47.4876,47.476334
0.5,86.00333518621457,46.990938720781436,47.163464,46.046707,47.574802,47.563843
0.5,86.0922734852696,47.079877019179136,47.257587,46.139256,47.661972,47.651306
0.5,86.18121178432463,47.16881531760426,47.35168,46.231796,47.749065,47.738716
0.5,86.27015008337966,47.257753616055695,47.44575,46.324356,47.836124,47.82609
0.5,86.35908838243469,47.34669191453231,47.53979,46.416935,47.923134,47.913418
0.5,86.44802668148972,47.43563021303306,47.63379,46.509525,48.010082,48.000694
0.5,86.53696498054475,47.52456851155697,47.727753,46.602108,48.09697,48.087914
0.5,86.62590327959978,47.613506810103054,47.821697,46.694714,48.18383,48.1751
0.5,86.71484157865481,47.70244510867039,47.915604,46.78732,48.270622,48.26224
0.5,86.80377987770984,47.79138340725811,48.009476,46.87993,48.357376,48.349335
0.5,86.89271817676487,47.880321705865356,48.103313,46.972572,48.444073,48.436386
0.5,86.9816564758199,47.969260004491325,48.197124,47.065205,48.530724,48.52339
0.5,87.07059477487493,48.0581983031352,48.290897,47.157864,48.617344,48.610355
0.5,87.15953307392996,48.147136601796284,48.38463,47.250496,48.703888,48.69727
0.5,87.248471372985,48.23607490047383,48.478333,47.343166,48.790394,48.78414
0.5,87.33740967204002,48.32501319916718,48.572006,47.43584,48.87686,48.870975
0.5,87.42634797109505,48.413951497875644,48.66564,47.528526,48.963284,48.957767
0.5,87.51528627015009,48.502889796598595,48.75925,47.621212,49.04965,49.044518
0.5,87.60422456920512,48.59182809533546,48.85282,47.713917,49.135983,49.131218
0.5,87.69316286826015,48.68076639408563,48.946365,47.806614,49.222256,49.217896
0.5,87.78210116731518,48.76970469284856,49.039852,47.89931,49.30848,49.304512
0.5,87.8710394663702,48.858642991623704,49.133316,47.992027,49.394688,49.391098
0.5,87.95997776542524,48.94758129041058,49.22675,48.08476,49.48081,49.47764
0.5,88.04891606448027,49.03651958920869,49.32015,48.17747,49.566925,49.564148
0.5,88.1378543635353,49.12545788801755,49.413506,48.270214,49.65298,49.650608
0.5,88.22679266259033,49.214396186836716,49.506844,48.362957,49.739002,49.737038
0.5,88.31573096164536,49.30333448566575,49.600136,48.4557,49.824974,49.823425
0.5,88.40466926070039,49.39227278450427,49.693375,48.54844,49.910908,49.909767
0.5,88.49360755975542,49.48121108335186,49.7866,48.641205,49.9968,49.99608
0.5,88.58254585881045,49.57014938220814,49.879784,48.733974,50.082645,50.08235
0.5,88.67148415786548,49.659087681072755,49.97293,48.826736,50.168453,50.168583
