t,S,Analytic,QNN$_7$,QNN$_4$,R-QNN$^{(2)}_4$,R-QNN$^{(3)}_4$
0.0,118.19899944413564,80.1498224802492,80.02501,80.295204,79.760445,79.7307
0.0,118.28793774319067,80.23876077895031,80.11081,80.384636,79.85147,79.820984
0.0,118.3768760422457,80.32769907765923,80.1966,80.47403,79.94251,79.91131
0.0,118.46581434130073,80.41663737637577,80.28242,80.56343,80.03358,80.00166
0.0,118.55475264035576,80.5055756750998,80.368256,80.65283,80.12467,80.09206
0.0,118.64369093941079,80.59451397383113,80.454094,80.74221,80.21581,80.18248
0.0,118.73262923846582,80.6834522725696,80.53996,80.83156,80.30696,80.27293
0.0,118.82156753752085,80.77239057131504,80.625824,80.92089,80.398155,80.363396
0.0,118.91050583657588,80.8613288700673,80.71173,81.0102,80.489365,80.4539
0.0,118.99944413563091,80.95026716882626,80.797646,81.09953,80.580605,80.54445
0.0,119.08838243468594,81.03920546759173,80.883575,81.18883,80.6719,80.635025
0.0,119.17732073374097,81.12814376636356,80.96952,81.27809,80.76321,80.72563
0.0,119.266259032796,81.21708206514167,81.05549,81.36738,80.85456,80.81627
0.0,119.35519733185103,81.30602036392585,81.14147,81.45662,80.94592,80.90692
0.0,119.44413563090606,81.39495866271602,81.22746,81.54586,81.0373,80.99761
0.0,119.53307392996109,81.483896961512,81.31347,81.63508,81.12873,81.08834
0.0,119.62201222901612,81.57283526031372,81.39951,81.72428,81.22019,81.179085
0.0,119.71095052807115,81.66177355912097,81.485565,81.81348,81.31168,81.269875
0.0,119.79988882712618,81.75071185793371,81.57164,81.90266,81.40318,81.36069
0.0,119.88882712618121,81.83965015675179,81.65774,81.99182,81.49475,81.45153
0.0,119.97776542523624,81.92858845557507,81.74384,82.081,81.5863,81.542404
0.0,120.06670372429127,82.01752675440346,81.82998,82.170105,81.677895,81.6333
0.0,120.1556420233463,82.10646505323683,81.91612,82.25924,81.76952,81.72424
0.0,120.24458032240133,82.19540335207509,82.0023,82.34834,81.861176,81.81519
0.0,120.33351862145636,82.2843416509181,82.088486,82.43743,81.95286,81.90618
0.0,120.4224569205114,82.37327994976579,82.17468,82.52653,82.04456,81.99722
0.0,120.51139521956642,82.46221824861803,82.260925,82.6156,82.1363,82.08826
0.0,120.60033351862145,82.55115654747473,82.347176,82.70464,82.22806,82.17934
0.0,120.68927181767648,82.64009484633578,82.43343,82.79367,82.31985,82.27043
0.0,120.77821011673153,82.72903314520113,82.51973,82.882706,82.41166,82.361565
0.0,120.86714841578656,82.81797144407062,82.60605,82.97171,82.5035,82.45273
0.0,120.95608671484159,82.90690974294421,82.69238,83.060715,82.595375,82.54393
0.0,121.04502501389662,82.99584804182177,82.77875,83.149704,82.68726,82.63513
0.0,121.13396331295165,83.08478634070323,82.865105,83.23868,82.77919,82.72639
0.0,121.22290161200668,83.17372463958851,82.951515,83.327614,82.87113,82.817665
0.0,121.31183991106171,83.26266293847752,83.037926,83.41656,82.96309,82.90896
0.0,121.40077821011674,83.35160123737018,83.12437,83.505486,83.0551,83.00028
0.0,121.48971650917177,83.44053953626639,83.21083,83.594406,83.1471,83.091644
0.0,121.5786548082268,83.52947783516609,83.297325,83.68329,83.23917,83.18304
0.0,121.66759310728183,83.61841613406921,83.383835,83.772194,83.33124,83.274445
0.0,121.75653140633686,83.70735443297565,83.47037,83.86107,83.42333,83.36589
0.0,121.84546970539189,83.79629273188536,83.556915,83.94992,83.51546,83.45735
0.0,121.93440800444692,83.88523103079825,83.64349,84.03877,83.60758,83.548836
0.0,122.02334630350195,83.97416932971427,83.73009,84.12761,83.699745,83.64036
0.0,122.11228460255698,84.06310762863335,83.81671,84.216446,83.79195,83.7319
0.0,122.20122290161201,84.1520459275554,83.903366,84.30525,83.884155,83.82348
0.0,122.29016120066704,84.24098422648036,83.990036,84.39403,83.976395,83.91507
0.0,122.37909949972207,84.3299225254082,84.07673,84.48283,84.06866,84.0067
0.0,122.4680377987771,84.4188608243388,84.16346,84.571594,84.16095,84.09836
0.0,122.55697609783213,84.50779912327212,84.25019,84.66032,84.25325,84.190025
0.0,122.64591439688716,84.59673742220812,84.33696,84.74907,84.345566,84.28174
0.0,122.7348526959422,84.68567572114674,84.423744,84.83779,84.43792,84.37346
0.0,122.82379099499722,84.77461402008791,84.510574,84.92653,84.5303,84.46522
0.0,122.91272929405226,84.86355231903156,84.59742,85.01521,84.62269,84.55699
0.0,123.00166759310729,84.95249061797767,84.68428,85.10392,84.7151,84.6488
0.0,123.09060589216232,85.04142891692615,84.77118,85.19259,84.807556,84.740616
0.0,123.17954419121735,85.13036721587696,84.858086,85.28125,84.899994,84.83247
0.0,123.26848249027238,85.21930551483004,84.94504,85.369896,84.992485,84.924355
0.0,123.3574207893274,85.3082438137854,85.03201,85.45851,85.084984,85.01625
0.0,123.44635908838244,85.39718211274291,85.118996,85.54715,85.17749,85.10817
0.0,123.53529738743747,85.48612041170254,85.206024,85.63577,85.270035,85.200134
0.0,123.6242356864925,85.57505871066428,85.293076,85.72436,85.3626,85.29211
0.0,123.71317398554753,85.66399700962808,85.380135,85.81295,85.455185,85.3841
0.0,123.80211228460256,85.75293530859383,85.46723,85.90151,85.547775,85.47612
0.0,123.89105058365759,85.84187360756157,85.55435,85.990074,85.6404,85.56816
0.0,123.97998888271262,85.9308119065312,85.6415,86.078636,85.73303,85.66023
0.0,124.06892718176765,86.0197502055027,85.72869,86.16716,85.82569,85.75232
0.0,124.15786548082268,86.10868850447602,85.8159,86.25571,85.91838,85.844444
0.0,124.24680377987771,86.19762680345116,85.90313,86.34421,86.01107,85.93658
0.0,124.33574207893274,86.286565102428,85.99039,86.432724,86.10378,86.02874
0.0,124.42468037798777,86.37550340140658,86.07765,86.52119,86.19651,86.12091
0.0,124.5136186770428,86.46444170038683,86.16497,86.60967,86.28925,86.21311
0.0,124.60255697609783,86.5533799993687,86.252304,86.69813,86.38203,86.30534
0.0,124.69149527515286,86.64231829835217,86.33968,86.78658,86.4748,86.39759
0.0,124.7804335742079,86.73125659733722,86.42708,86.87501,86.56761,86.48986
0.0,124.86937187326293,86.82019489632378,86.5145,86.963455,86.66042,86.58215
0.0,124.95831017231797,86.90913319531184,86.60195,87.051865,86.753265,86.67446
0.0,125.047248471373,86.99807149430136,86.68942,87.14026,86.84611,86.76678
0.0,125.13618677042803,87.08700979329231,86.77692,87.22867,86.93897,86.859146
0.0,125.22512506948306,87.17594809228466,86.86447,87.31703,87.03186,86.95152
0.0,125.31406336853809,87.2648863912784,86.95203,87.40541,87.12474,87.043915
0.0,125.40300166759312,87.35382469027343,87.03963,87.493774,87.217674,87.13632
0.0,125.49193996664815,87.4427629892698,87.127235,87.58213,87.31059,87.22877
0.0,125.58087826570318,87.53170128826744,87.21488,87.67045,87.403534,87.32121
0.0,125.66981656475821,87.62063958726634,87.30255,87.75878,87.49649,87.41368
0.0,125.75875486381324,87.70957788626646,87.39026,87.84707,87.58946,87.50617
0.0,125.84769316286827,87.79851618526777,87.47799,87.935394,87.68246,87.598694
0.0,125.9366314619233,87.88745448427026,87.56576,88.0237,87.77546,87.69122
0.0,126.02556976097833,87.9763927832739,87.65354,88.11195,87.86848,87.783775
0.0,126.11450806003336,88.06533108227865,87.74137,88.20024,87.9615,87.87634
0.0,126.20344635908839,88.1542693812845,87.82919,88.28847,88.05453,87.96892
0.0,126.29238465814342,88.24320768029142,87.91708,88.376724,88.1476,88.06155
0.0,126.38132295719845,88.3321459792994,88.00498,88.46497,88.24065,88.15416
0.0,126.47026125625348,88.42108427830837,88.092926,88.553185,88.33374,88.246796
0.0,126.55919955530851,88.51002257731838,88.18089,88.641396,88.42682,88.33946
0.0,126.64813785436354,88.59896087632936,88.26889,88.729614,88.519936,88.432144
0.0,126.73707615341857,88.6878991753413,88.35692,88.8178,88.61305,88.52484
0.0,126.8260144524736,88.77683747435417,88.444954,88.905975,88.70617,88.61754
0.0,126.91495275152863,88.86577577336794,88.53304,88.994125,88.7993,88.71027
0.0,127.00389105058366,88.95471407238263,88.62116,89.08231,88.892456,88.80302
0.0,127.09282934963869,89.04365237139821,88.7093,89.170456,88.9856,88.895775
0.0,127.18176764869372,89.13259067041463,88.79747,89.25858,89.07878,88.988556
0.0,127.27070594774875,89.22152896943189,88.88568,89.34674,89.171974,89.081345
0.0,127.35964424680378,89.31046726844997,88.97391,89.43483,89.26515,89.17416
0.0,127.44858254585881,89.39940556746888,89.06216,89.52294,89.35835,89.26697
0.0,127.53752084491384,89.48834386648855,89.15047,89.61103,89.45155,89.35982
0.0,127.62645914396887,89.57728216550899,89.23878,89.69913,89.54477,89.452675
0.0,127.7153974430239,89.66622046453018,89.32713,89.78721,89.63801,89.54554
0.0,127.80433574207893,89.75515876355212,89.41552,89.875275,89.73123,89.63842
0.0,127.89327404113396,89.84409706257475,89.50394,89.963326,89.82448,89.73132
0.0,127.982212340189,89.93303536159812,89.59237,90.05136,89.91774,89.824234
0.0,128.07115063924402,90.02197366062214,89.68084,90.13941,90.01099,89.91715
0.0,128.16008893829905,90.11091195964686,89.76935,90.22744,90.10425,90.010086
0.0,128.24902723735408,90.19985025867224,89.85789,90.315445,90.19752,90.10305
0.0,128.33796553640911,90.28878855769827,89.94644,90.403465,90.29081,90.19602
0.0,128.42690383546415,90.3777268567249,90.035034,90.49146,90.384094,90.289
0.0,128.51584213451918,90.46666515575217,90.12366,90.57946,90.47738,90.38199
0.0,128.6047804335742,90.55560345478003,90.21231,90.667435,90.57069,90.475
0.0,128.69371873262924,90.64454175380848,90.300995,90.75538,90.664,90.56801
0.0,128.78265703168427,90.7334800528375,90.38972,90.84337,90.75731,90.66103
0.0,128.8715953307393,90.82241835186713,90.478455,90.93131,90.85062,90.754074
0.0,128.96053362979433,90.91135665089725,90.567245,91.01926,90.94395,90.84712
0.0,129.04947192884936,91.00029494992793,90.656044,91.107185,91.03727,90.94019
0.0,129.1384102279044,91.08923324895915,90.74488,91.19509,91.1306,91.03326
0.0,129.22734852695942,91.17817154799087,90.83376,91.28303,91.223946,91.12635
0.0,129.31628682601445,91.26710984702308,90.92264,91.37091,91.31726,91.219444
0.0,129.40522512506948,91.35604814605581,91.01158,91.45883,91.410614,91.31254
0.0,129.4941634241245,91.44498644508904,91.10053,91.54671,91.50397,91.40566
0.0,129.58310172317954,91.53392474412271,91.18953,91.63459,91.597305,91.49879
0.0,129.67204002223457,91.62286304315688,91.27855,91.722496,91.69066,91.59192
0.0,129.7609783212896,91.71180134219146,91.36761,91.81032,91.78402,91.685074
0.0,129.84991662034463,91.8007396412265,91.45668,91.8982,91.87738,91.77822
0.0,129.93885491939966,91.88967794026198,91.545784,91.98603,91.97074,91.871376
0.0,130.0277932184547,91.97861623929789,91.634926,92.07385,92.064095,91.964554
0.0,130.11673151750972,92.06755453833419,91.72411,92.16172,92.157455,92.05773
0.0,130.20566981656475,92.1564928373709,91.8133,92.24952,92.25082,92.15092
0.0,130.29460811561978,92.24543113640803,91.902534,92.33734,92.344185,92.24412
0.0,130.3835464146748,92.33436943544552,91.9918,92.425156,92.43755,92.33731
0.0,130.47248471372984,92.42330773448342,92.08109,92.51295,92.53092,92.43052
0.0,130.56142301278487,92.51224603352162,92.17042,92.60072,92.624275,92.52373
0.0,130.6503613118399,92.60118433256028,92.25977,92.68851,92.71765,92.61697
0.0,130.73929961089496,92.69012263159927,92.34916,92.77629,92.81102,92.71018
0.0,130.82823790995,92.77906093063856,92.43858,92.86405,92.90437,92.80343
0.0,130.91717620900502,92.86799922967822,92.528015,92.95181,92.99776,92.89667
0.0,131.00611450806005,92.9569375287182,92.61749,93.03954,93.0911,92.989914
0.0,131.09505280711508,93.04587582775852,92.70701,93.1273,93.18449,93.083176
0.0,131.1839911061701,93.13481412679913,92.79653,93.21502,93.277824,93.176414
0.0,131.27292940522514,93.22375242584008,92.88611,93.30275,93.371185,93.26968
0.0,131.36186770428017,93.31269072488132,92.97569,93.39046,93.46453,93.36295
0.0,131.4508060033352,93.40162902392288,93.065315,93.47819,93.55789,93.45622
0.0,131.53974430239023,93.4905673229647,93.15497,93.565895,93.65125,93.54951
0.0,131.62868260144526,93.57950562200682,93.24466,93.653595,93.74458,93.642784
0.0,131.7176209005003,93.66844392104922,93.33437,93.74128,93.83794,93.73607
0.0,131.80655919955532,93.75738222009187,93.4241,93.82895,93.93127,93.829346
0.0,131.89549749861035,93.84632051913482,93.513885,93.91664,94.0246,93.92263
0.0,131.98443579766538,93.93525881817801,93.60369,94.0043,94.11794,94.01592
0.0,132.0733740967204,94.02419711722146,93.69352,94.09197,94.21126,94.10923
0.0,132.16231239577544,94.11313541626518,93.78339,94.179634,94.304596,94.20252
0.0,132.25125069483047,94.20207371530911,93.873276,94.26726,94.397896,94.295815
0.0,132.3401889938855,94.29101201435331,93.96319,94.35493,94.4912,94.38913
0.0,132.42912729294054,94.37995031339771,94.05314,94.44256,94.5845,94.48242
0.0,132.51806559199557,94.46888861244237,94.14311,94.530174,94.677795,94.575714
0.0,132.6070038910506,94.55782691148724,94.233116,94.617805,94.771095,94.66902
0.0,132.69594219010563,94.64676521053234,94.32315,94.705414,94.86438,94.76232
0.0,132.78488048916066,94.73570350957763,94.41321,94.79306,94.95767,94.85564
0.0,132.8738187882157,94.82464180862314,94.50331,94.880646,95.050934,94.94893
0.0,132.96275708727072,94.91358010766885,94.59344,94.96825,95.14421,95.04224
0.0,133.05169538632575,95.00251840671478,94.68358,95.05585,95.237434,95.13552
0.0,133.14063368538078,95.09145670576089,94.77376,95.14343,95.330696,95.22883
0.0,133.2295719844358,95.1803950048072,94.86397,95.231,95.42396,95.322136
0.0,133.31851028349084,95.2693333038537,94.95419,95.31859,95.517166,95.415436
0.0,133.40744858254587,95.35827160290037,95.044464,95.40615,95.61039,95.50873
0.0,133.4963868816009,95.44720990194722,95.13474,95.49371,95.7036,95.60202
0.0,133.58532518065593,95.53614820099426,95.22507,95.58127,95.796814,95.69531
0.0,133.67426347971096,95.62508650004146,95.3154,95.66882,95.89001,95.78859
0.0,133.763201778766,95.71402479908883,95.40578,95.75636,95.98317,95.88188
0.0,133.85214007782102,95.80296309813639,95.49617,95.84392,96.07635,95.97516
0.0,133.94107837687605,95.89190139718409,95.58661,95.93145,96.16952,96.068436
0.0,134.03001667593108,95.98083969623193,95.677055,96.01899,96.26266,96.16172
0.0,134.1189549749861,96.06977799527994,95.767555,96.10655,96.35582,96.25499
0.0,134.20789327404114,96.15871629432809,95.85806,96.19406,96.44893,96.34826
0.0,134.29683157309617,96.24765459337642,95.94859,96.28157,96.54204,96.44151
0.0,134.3857698721512,96.33659289242487,96.03915,96.36908,96.63515,96.53479
0.0,134.47470817120623,96.42553119147345,96.129745,96.45659,96.72824,96.62802
0.0,134.56364647026126,96.51446949052219,96.22036,96.54411,96.82132,96.72127
0.0,134.6525847693163,96.60340778957107,96.311,96.631584,96.91439,96.814514
0.0,134.74152306837132,96.69234608862004,96.401665,96.71909,97.00744,96.907745
0.0,134.83046136742635,96.78128438766919,96.492355,96.80658,97.10048,97.00097
0.0,134.91939966648138,96.87022268671845,96.58307,96.89406,97.193504,97.09418
0.0,135.0083379655364,96.95916098576781,96.673805,96.981544,97.286514,97.187386
0.0,135.09727626459144,97.04809928481731,96.76458,97.06899,97.37952,97.280594
0.0,135.18621456364647,97.13703758386694,96.85537,97.156494,97.47248,97.373795
0.0,135.2751528627015,97.22597588291666,96.9462,97.243965,97.56546,97.46698
0.0,135.36409116175653,97.31491418196654,97.03703,97.331436,97.65841,97.56016
0.0,135.45302946081156,97.40385248101647,97.127914,97.41889,97.75135,97.653336
0.0,135.5419677598666,97.49279078006656,97.21879,97.50634,97.84425,97.7465
0.0,135.63090605892162,97.58172907911671,97.30971,97.5938,97.937164,97.839645
0.0,135.71984435797665,97.67066737816702,97.40064,97.681244,98.03004,97.9328
0.0,135.80878265703168,97.7596056772174,97.491615,97.768684,98.12292,98.025925
0.0,135.89772095608672,97.84854397626786,97.58261,97.856155,98.215775,98.11905
0.0,135.98665925514175,97.93748227531844,97.67362,97.94357,98.30862,98.21216
0.0,136.07559755419678,98.02642057436913,97.764656,98.03101,98.40144,98.30527
0.0,136.1645358532518,98.11535887341988,97.855705,98.11843,98.49422,98.398346
0.0,136.25347415230684,98.20429717247072,97.946785,98.20587,98.58701,98.491425
0.0,136.34241245136187,98.29323547152168,98.03789,98.293304,98.67977,98.58449
0.0,136.4313507504169,98.3821737705727,98.12902,98.380714,98.772514,98.67754
0.0,136.52028904947193,98.47111206962384,98.22017,98.46813,98.86525,98.77059
0.0,136.60922734852696,98.56005036867504,98.311356,98.555565,98.95796,98.86361
0.0,136.698165647582,98.64898866772633,98.40254,98.64297,99.05064,98.95663
0.0,136.78710394663702,98.73792696677769,98.493744,98.73038,99.143295,99.04963
0.0,136.87604224569205,98.82686526582913,98.584984,98.817764,99.23594,99.14262
0.0,136.96498054474708,98.91580356488063,98.67624,98.9052,99.32857,99.23559
0.0,137.0539188438021,99.00474186393222,98.767525,98.992584,99.42118,99.328545
0.0,137.14285714285714,99.09368016298392,98.85883,99.079994,99.51377,99.4215
0.0,137.23179544191217,99.18261846203566,98.95014,99.167404,99.60632,99.51443
0.0,137.3207337409672,99.27155676108747,99.04149,99.25479,99.69887,99.60735
0.0,137.40967204002223,99.36049506013933,99.13284,99.3422,99.791374,99.700226
0.0,137.49861033907726,99.44943335919129,99.22422,99.42957,99.88388,99.79312
0.0,137.5875486381323,99.53837165824329,99.315636,99.51698,99.97635,99.88598
0.0,137.67648693718732,99.62730995729538,99.40704,99.60436,100.06881,99.97883
0.0,137.76542523624235,99.71624825634751,99.49849,99.69174,100.16125,100.07166
0.0,137.85436353529738,99.80518655539973,99.58996,99.77913,100.25364,100.16449
0.0,137.9433018343524,99.894124854452,99.68142,99.866516,100.34603,100.257286
0.0,138.03224013340744,99.9830631535043,99.77291,99.9539,100.43837,100.35006
0.0,138.12117843246247,100.07200145255669,99.864426,100.04129,100.53071,100.44282
0.0,138.2101167315175,100.16093975160912,99.95596,100.12867,100.62301,100.53556
0.0,138.29905503057253,100.24987805066161,100.0475,100.21606,100.715294,100.62829
0.0,138.38799332962756,100.33881634971414,100.13908,100.30342,100.80755,100.720985
0.0,138.4769316286826,100.42775464876675,100.23067,100.39079,100.899796,100.813675
0.0,138.56586992773762,100.51669294781942,100.32226,100.478165,100.992004,100.90635
0.0,138.65480822679268,100.60563124687212,100.413864,100.56552,101.08417,100.99898
0.0,138.7437465258477,100.69456954592488,100.505486,100.65292,101.17633,101.0916
0.0,138.83268482490274,100.78350784497768,100.59715,100.74027,101.26845,101.18421
0.0,138.92162312395777,100.87244614403053,100.68882,100.827644,101.36057,101.27679
0.0,139.0105614230128,100.9613844430834,100.780495,100.91502,101.45263,101.36934
0.0,139.09949972206783,101.05032274213636,100.8722,101.00239,101.54468,101.461876
0.0,139.18843802112286,101.13926104118933,100.96391,101.08978,101.636696,101.554405
0.0,139.2773763201779,101.22819934024237,101.05562,101.17712,101.72869,101.64689
0.0,139.36631461923292,101.31713763929542,101.14735,101.264496,101.82064,101.739365
0.0,139.45525291828795,101.40607593834854,101.23911,101.351845,101.91258,101.8318
0.0,139.54419121734298,101.49501423740169,101.33088,101.439224,102.00448,101.924225
0.0,139.63312951639801,101.58395253645486,101.42267,101.526596,102.09637,102.01662
0.0,139.72206781545304,101.6728908355081,101.51446,101.61397,102.18821,102.109
0.0,139.81100611450807,101.76182913456137,101.60627,101.701324,102.28004,102.201355
0.0,139.8999444135631,101.85076743361466,101.698074,101.7887,102.37181,102.29366
0.0,139.98888271261814,101.93970573266802,101.7899,101.87604,102.46357,102.38596
0.0,140.07782101167317,102.02864403172141,101.88175,101.96342,102.55529,102.47825
0.0,140.1667593107282,102.11758233077482,101.9736,102.0508,102.64698,102.570496
0.0,140.25569760978323,102.20652062982826,102.06547,102.13817,102.738655,102.66271
0.0,140.34463590883826,102.29545892888173,102.15735,102.22554,102.830284,102.754906
0.0,140.4335742078933,102.38439722793524,102.24923,102.312904,102.92189,102.84708
0.0,140.52251250694832,102.47333552698879,102.341125,102.40028,103.01345,102.93922
0.0,140.61145080600335,102.56227382604236,102.43303,102.48763,103.104996,103.03133
0.0,140.70038910505838,102.65121212509598,102.52494,102.57503,103.196495,103.123405
0.0,140.7893274041134,102.74015042414962,102.616875,102.66238,103.287964,103.21546
0.0,140.87826570316844,102.8290887232033,102.7088,102.74975,103.37941,103.307495
0.0,140.96720400222347,102.91802702225698,102.80074,102.83714,103.47081,103.3995
0.0,141.0561423012785,103.0069653213107,102.89269,102.9245,103.56218,103.49147
0.0,141.14508060033353,103.09590362036448,102.98465,103.01188,103.653534,103.5834
0.0,141.23401889938856,103.18484191941826,103.076614,103.09926,103.74482,103.6753
0.0,141.3229571984436,103.27378021847204,103.16858,103.18664,103.83608,103.7672
0.0,141.41189549749862,103.36271851752588,103.260574,103.274025,103.92734,103.85904
0.0,141.50083379655365,103.45165681657971,103.35255,103.36139,104.01854,103.95085
0.0,141.58977209560868,103.54059511563364,103.44454,103.44881,104.1097,104.04264
0.0,141.6787103946637,103.62953341468753,103.53654,103.53621,104.20082,104.13439
0.0,141.76764869371874,103.71847171374145,103.62853,103.623566,104.291916,104.2261
0.0,141.85658699277377,103.8074100127954,103.72055,103.71097,104.38296,104.31781
0.0,141.9455252918288,103.89634831184938,103.81255,103.79834,104.47399,104.40945
0.0,142.03446359088383,103.98528661090339,103.90457,103.88576,104.56497,104.50108
0.0,142.12340188993886,104.07422490995741,103.99659,103.97316,104.65592,104.59267
0.0,142.2123401889939,104.16316320901146,104.088615,104.06054,104.74683,104.68423
0.0,142.30127848804892,104.25210150806554,104.18064,104.147964,104.83771,104.77575
0.0,142.39021678710395,104.34103980711959,104.27267,104.235344,104.92853,104.867226
0.0,142.47915508615898,104.4299781061737,104.364685,104.322754,105.019325,104.95868
0.0,142.568093385214,104.51891640522783,104.45672,104.41019,105.110085,105.0501
0.0,142.65703168426904,104.60785470428198,104.54876,104.49759,105.200806,105.14149
0.0,142.74596998332407,104.69679300333613,104.64079,104.585014,105.29149,105.232834
0.0,142.8349082823791,104.7857313023903,104.73283,104.672424,105.382126,105.32414
0.0,142.92384658143413,104.87466960144451,104.82488,104.75984,105.47273,105.415405
0.0,143.01278488048916,104.96360790049874,104.916885,104.84726,105.563286,105.50664
0.0,143.1017231795442,105.05254619955295,105.00893,104.93469,105.65381,105.597824
0.0,143.19066147859922,105.14148449860718,105.10096,105.02211,105.7443,105.689
0.0,143.27959977765425,105.23042279766148,105.192986,105.10955,105.83474,105.78012
0.0,143.36853807670929,105.31936109671577,105.28502,105.19698,105.92515,105.8712
0.0,143.45747637576432,105.40829939577006,105.37706,105.28444,106.01551,105.96226
0.0,143.54641467481935,105.49723769482435,105.46907,105.37186,106.10583,106.05326
0.0,143.63535297387438,105.5861759938787,105.56108,105.45931,106.1961,106.14422
0.0,143.7242912729294,105.67511429293302,105.65309,105.54675,106.28633,106.23514
0.0,143.81322957198444,105.7640525919874,105.745125,105.634224,106.37653,106.326035
0.0,143.90216787103947,105.85299089104177,105.837135,105.72168,106.466675,106.41687
0.0,143.9911061700945,105.94192919009615,105.929146,105.80913,106.556786,106.50768
0.0,144.08004446914953,106.03086748915055,106.02114,105.89661,106.64686,106.59845
0.0,144.16898276820456,106.11980578820496,106.11313,105.984085,106.73687,106.68916
0.0,144.2579210672596,106.20874408725939,106.20511,106.07156,106.82685,106.77985
0.0,144.34685936631462,106.29768238631382,106.29708,106.15903,106.916794,106.87048
0.0,144.43579766536965,106.38662068536829,106.38905,106.246506,107.00669,106.961075
0.0,144.52473596442468,106.47555898442273,106.481026,106.33398,107.09653,107.051636
0.0,144.6136742634797,106.5644972834772,106.57297,106.42148,107.186325,107.14216
0.0,144.70261256253474,106.65343558253169,106.66493,106.509,107.27609,107.23263
0.0,144.79155086158977,106.74237388158619,106.75687,106.59649,107.36581,107.32304
0.0,144.8804891606448,106.83131218064071,106.84879,106.68398,107.455475,107.41341
0.0,144.96942745969983,106.92025047969523,106.94071,106.7715,107.54509,107.503746
0.0,145.05836575875486,107.00918877874975,107.032616,106.859,107.63468,107.59403
0.0,145.1473040578099,107.09812707780428,107.12451,106.94655,107.72421,107.68427
0.0,145.23624235686492,107.18706537685884,107.21641,107.03407,107.8137,107.77448
0.0,145.32518065591995,107.27600367591342,107.30827,107.121605,107.90313,107.86463
0.0,145.41411895497498,107.36494197496799,107.40014,107.209145,107.99253,107.95474
0.0,145.50305725403,107.45388027402257,107.491974,107.29666,108.081856,108.0448
0.0,145.59199555308504,107.54281857307714,107.58381,107.38423,108.17116,108.1348
0.0,145.68093385214007,107.63175687213177,107.67563,107.47179,108.260414,108.22478
0.0,145.7698721511951,107.72069517118638,107.76745,107.55934,108.34962,108.31469
0.0,145.85881045025013,107.80963347024098,107.85924,107.64689,108.438774,108.40455
0.0,145.94774874930516,107.89857176929561,107.95102,107.73446,108.52789,108.49439
0.0,146.0366870483602,107.98751006835025,108.04278,107.82205,108.61694,108.584145
0.0,146.12562534741522,108.07644836740488,108.13454,107.90964,108.70595,108.67386
0.0,146.21456364647025,108.16538666645954,108.22624,107.99723,108.7949,108.763535
0.0,146.30350194552528,108.2543249655142,108.31796,108.084816,108.88383,108.853165
0.0,146.3924402445803,108.34326326456886,108.40964,108.1724,108.97268,108.94273
0.0,146.48137854363534,108.43220156362354,108.501335,108.260025,109.061516,109.03225
0.0,146.5703168426904,108.52113986267824,108.59299,108.34765,109.15027,109.12172
0.0,146.65925514174543,108.61007816173293,108.68463,108.43526,109.238976,109.21115
0.0,146.74819344080046,108.69901646078763,108.77623,108.522896,109.32763,109.300514
0.0,146.8371317398555,108.78795475984234,108.86783,108.61051,109.416245,109.38982
0.0,146.92607003891052,108.87689305889705,108.95941,108.69816,109.5048,109.4791
0.0,147.01500833796555,108.96583135795179,109.050964,108.78578,109.59331,109.56831
0.0,147.10394663702058,109.05476965700649,109.1425,108.87345,109.68178,109.657455
0.0,147.19288493607561,109.1437079560612,109.234,108.961105,109.77017,109.74656
0.0,147.28182323513064,109.23264625511594,109.32549,109.048775,109.85853,109.835625
0.0,147.37076153418568,109.3215845541707,109.41694,109.136444,109.946815,109.92461
0.0,147.4596998332407,109.41052285322544,109.50839,109.22414,110.03509,110.01355
0.0,147.54863813229574,109.4994611522802,109.599785,109.31181,110.123276,110.10245
0.0,147.63757643135077,109.58839945133496,109.69118,109.399506,110.21142,110.19128
0.0,147.7265147304058,109.67733775038973,109.78255,109.48721,110.29951,110.28006
0.0,147.81545302946083,109.7662760494445,109.87388,109.57491,110.38754,110.36878
0.0,147.90439132851586,109.85521434849926,109.96519,109.66263,110.47554,110.45745
0.0,147.9933296275709,109.94415264755403,110.056465,109.75036,110.563446,110.54605
0.0,148.08226792662592,110.03309094660885,110.14771,109.838104,110.65134,110.634605
0.0,148.17120622568095,110.12202924566364,110.23894,109.92583,110.73916,110.7231
0.0,148.26014452473598,110.21096754471843,110.33015,110.01361,110.82693,110.81154
0.0,148.349082823791,110.29990584377322,110.421295,110.10133,110.91463,110.899925
0.0,148.43802112284604,110.38884414282805,110.51244,110.18912,111.00229,110.98824
0.0,148.52695942190107,110.47778244188285,110.603546,110.276886,111.08988,111.07651
0.0,148.6158977209561,110.56672074093767,110.6946,110.36466,111.17743,111.16471
0.0,148.70483602001113,110.65565903999249,110.785645,110.45245,111.26493,111.252846
0.0,148.79377431906616,110.7445973390473,110.87665,110.540245,111.35236,111.34095
0.0,148.8827126181212,110.83353563810215,110.967636,110.62806,111.43974,111.42897
0.0,148.97165091717622,110.922473937157,111.05856,110.715866,111.52706,111.51694
0.0,149.06058921623125,111.01141223621181,111.14948,110.80369,111.61433,111.60484
0.0,149.14952751528628,111.10035053526666,111.24035,110.891525,111.70154,111.69267
