S,V_Analytic_t0.00,V_Analytic_t0.50,V_Analytic_t1.00,V_QNN$_7$_t0.00,V_QNN$_7$_t0.50,V_QNN$_7$_t1.00,V_QNN$_4$_t0.00,V_QNN$_4$_t0.50,V_QNN$_4$_t1.00,V_R-QNN$^{(2)}_4$_t0.00,V_R-QNN$^{(2)}_4$_t0.50,V_R-QNN$^{(2)}_4$_t1.00,V_R-QNN$^{(3)}_4$_t0.00,V_R-QNN$^{(3)}_4$_t0.50,V_R-QNN$^{(3)}_4$_t1.00
3.336113427856547,4.064601611668131e-35,4.654721987549132e-69,0.0,-0.5160582,-0.4012692,-0.2461338,-1.5370804,-1.256114,-0.95017195,-0.40971202,-0.2884392,-0.16466303,-0.16319372,-0.09341575,-0.029195324
3.469557964970809,4.565905353218793e-34,5.8593289578858106e-67,0.0,-0.5357766,-0.42048693,-0.2648008,-1.5781507,-1.3008267,-0.9985438,-0.42287153,-0.30197424,-0.17849846,-0.16996123,-0.09953238,-0.034636036
3.603002502085071,4.516725850945752e-33,5.71758585520844e-65,0.0,-0.5553949,-0.43967128,-0.28346777,-1.6186848,-1.3450136,-1.0463774,-0.43597263,-0.3154592,-0.19229217,-0.17678715,-0.10572411,-0.040143505
3.7364470391993327,3.9763706061749175e-32,4.4173177141044495e-63,0.0,-0.57495475,-0.45882225,-0.30209303,-1.658685,-1.3886561,-1.0936791,-0.44904035,-0.32889408,-0.2060525,-0.18367983,-0.11201598,-0.045742765
3.8698915763135946,3.1446608711582177e-31,2.7530422630739487e-61,0.0,-0.59443116,-0.4779148,-0.3207183,-1.698153,-1.4317709,-1.1404405,-0.46202463,-0.34228724,-0.2197711,-0.19067265,-0.1183746,-0.051433817
4.0033361134278564,2.2526610187957534e-30,1.4073710289888307e-59,0.0,-0.6138241,-0.4969406,-0.3392768,-1.737087,-1.4743474,-1.1866698,-0.47496718,-0.355622,-0.23343964,-0.19770719,-0.12483336,-0.057208315
4.136780650542118,1.4725825688204437e-29,5.9897518321011575e-58,0.0,-0.63311696,-0.51589966,-0.3578353,-1.775485,-1.5163898,-1.2323588,-0.487868,-0.36890668,-0.2470748,-0.20480849,-0.13135053,-0.06306626
4.27022518765638,8.843395516764376e-29,2.1508479054020015e-56,0.0,-0.6523347,-0.5348253,-0.3763771,-1.8133488,-1.557894,-1.2775137,-0.5007021,-0.38215798,-0.2606849,-0.2119682,-0.13793446,-0.068999305
4.4036697247706424,4.908154377055967e-28,6.595189581913667e-55,0.0,-0.67144394,-0.5536592,-0.39486885,-1.8506787,-1.5988684,-1.3221326,-0.51346105,-0.39533418,-0.27424496,-0.21920301,-0.14459349,-0.07503249
4.537114261884904,2.531210734653493e-27,1.7457047852464666e-53,0.0,-0.6905031,-0.57246804,-0.41329384,-1.8874806,-1.6393024,-1.3662133,-0.5261616,-0.40848535,-0.2877466,-0.22648789,-0.15132762,-0.08114077
4.670558798999166,1.2189291888420082e-26,4.0281424673669515e-52,0.0,-0.70942044,-0.5911851,-0.43171048,-1.9237423,-1.6792107,-1.409764,-0.53882045,-0.42156976,-0.30120653,-0.23383953,-0.15813686,-0.08730747
4.804003336113428,5.505571169083576e-26,8.175273575917725e-51,0.0,-0.7282543,-0.6098354,-0.4500854,-1.9594846,-1.7185786,-1.4527764,-0.5513875,-0.4346041,-0.31462473,-0.24124958,-0.16499616,-0.09355761
4.93744787322769,2.3418595437701772e-25,1.4712619792861879e-49,0.0,-0.74698806,-0.6283939,-0.4684019,-1.9946823,-1.7574167,-1.495255,-0.56392115,-0.4475717,-0.3279845,-0.24871804,-0.17193891,-0.099916235
5.070892410341951,9.415890723677712e-25,2.3653081875585573e-48,0.0,-0.76562166,-0.64691067,-0.4866767,-2.0293522,-1.7957208,-1.5371972,-0.5763797,-0.46049756,-0.34130257,-0.2562449,-0.17895676,-0.10631658
5.204336947456214,3.590667744332235e-24,3.4201252698010807e-47,0.0,-0.78413844,-0.66531897,-0.5048847,-2.0634942,-1.8334907,-1.5786097,-0.5887715,-0.47335666,-0.35458726,-0.26382184,-0.18601634,-0.112800375
5.337781484570475,1.3027217642443259e-23,4.475643949191343e-46,0.0,-0.80254674,-0.6836355,-0.523051,-2.0971065,-1.8707287,-1.6194797,-0.6010799,-0.48615736,-0.36780518,-0.2714572,-0.19315936,-0.11937596
5.471226021684737,4.509528723267335e-23,5.3310488234612125e-45,0.0,-0.82086325,-0.7019019,-0.54115057,-2.1301827,-1.9074327,-1.6598282,-0.6133298,-0.49889964,-0.38097304,-0.27914262,-0.20036079,-0.12599327
5.604670558798999,1.4933315847748454e-22,5.810343528745062e-44,0.0,-0.83901286,-0.7200599,-0.5592084,-2.1627288,-1.9436047,-1.6996362,-0.6255047,-0.5115835,-0.39409918,-0.2868781,-0.20761229,-0.13270237
5.738115095913261,4.742217350483743e-22,5.822842021846074e-43,0.0,-0.857079,-0.7381344,-0.57719946,-2.1947453,-1.9792488,-1.7389104,-0.63762945,-0.5242006,-0.40714186,-0.29464698,-0.2149389,-0.13946988
5.871559633027522,1.44737751940519e-21,5.389706706177829e-42,0.0,-0.87502,-0.7561004,-0.5951071,-2.2262359,-2.014359,-1.7776504,-0.6496541,-0.536751,-0.42015952,-0.3024826,-0.22231556,-0.14632083
6.005004170141785,4.254617712325437e-21,4.627017339710834e-41,0.0,-0.89281917,-0.773983,-0.61296463,-2.2571902,-2.0489392,-1.8158605,-0.66164535,-0.54925126,-0.43311042,-0.31035995,-0.2297423,-0.1532302
6.138448707256046,1.2068565822702793e-20,3.698464459738826e-40,0.0,-0.9105015,-0.7917321,-0.6307471,-2.2876148,-2.0829854,-1.8535366,-0.67351145,-0.5616681,-0.44599456,-0.31827068,-0.2372358,-0.16021468
6.271893244370308,3.309375484246081e-20,2.7623965257791064e-39,0.0,-0.92806697,-0.8094311,-0.64842105,-2.3175201,-2.1165037,-1.8906808,-0.6853275,-0.57403487,-0.45884532,-0.32622313,-0.24477936,-0.16724087
6.405337781484571,8.787324711347137e-20,1.9344024679219058e-38,0.0,-0.94548225,-0.8270049,-0.6660533,-2.346889,-2.149486,-1.927295,-0.69706005,-0.58632654,-0.47162932,-0.334234,-0.25238132,-0.17435886
6.538782318598832,2.2628897262070496e-19,1.2739649164434162e-37,0.0,-0.96277237,-0.8444619,-0.68361044,-2.3757303,-2.1819425,-1.9633732,-0.7087175,-0.59853476,-0.48433822,-0.3422699,-0.26001668,-0.18152691
6.672226855713094,5.659748266377148e-19,7.91373508718843e-37,0.0,-0.979929,-0.8618188,-0.70106745,-2.4040437,-2.213869,-1.9989171,-0.7202832,-0.6106846,-0.49698037,-0.35034752,-0.26772714,-0.18874504
6.805671392827356,1.376726414583953e-18,4.649435020213555e-36,0.0,-0.99693537,-0.87904215,-0.718441,-2.4318252,-2.245266,-2.0339375,-0.7317905,-0.622776,-0.50958914,-0.35846686,-0.27545428,-0.19602992
6.939115929941618,3.2611220830102187e-18,2.5901156997014867e-35,0.0,-1.0137916,-0.8961654,-0.7357311,-2.4590912,-2.2761369,-2.0684197,-0.7431976,-0.63476723,-0.52209777,-0.36659455,-0.2832482,-0.20337321
7.0725604670558795,7.531348998749783e-18,1.3714333742273795e-34,0.0,-1.0304892,-0.91317177,-0.7529378,-2.485817,-2.3064697,-2.1023803,-0.7545213,-0.6467001,-0.534573,-0.3747723,-0.2910838,-0.21077491
7.206005004170142,1.6976584612931844e-17,6.917341477578373e-34,0.0,-1.0470533,-0.930053,-0.77002764,-2.5120234,-2.3362808,-2.1358027,-0.7657699,-0.65855783,-0.54697317,-0.3829751,-0.29896116,-0.21822669
7.339449541284403,3.7390032457424384e-17,3.3306283922893515e-33,0.0,-1.0634756,-0.94680905,-0.78703403,-2.537702,-2.3655624,-2.1686974,-0.7769267,-0.67033213,-0.5592982,-0.39121127,-0.30688858,-0.22573687
7.4728940783986655,8.054124485454479e-17,1.5338919795937626e-32,0.0,-1.0797143,-0.96343994,-0.80393195,-2.562857,-2.3943138,-2.201058,-0.78798336,-0.68203133,-0.57154816,-0.39947248,-0.31484938,-0.23329712
7.606338615512927,1.698406858038882e-16,6.769458670371235e-32,0.0,-1.0958278,-0.979929,-0.8207381,-2.5874841,-2.4225354,-2.232895,-0.7989566,-0.6936638,-0.5837397,-0.4077587,-0.3228519,-0.24090745
7.739783152627189,3.5091888649364264e-16,2.8679139034914536e-31,0.0,-1.1117578,-0.9963012,-0.8374357,-2.6115856,-2.4502375,-2.264204,-0.80982965,-0.7051961,-0.59585613,-0.41606164,-0.3308878,-0.24857618
7.873227689741451,7.110048308738826e-16,1.1682898846884345e-30,0.0,-1.1275291,-1.0125232,-0.8540249,-2.6351614,-2.477412,-2.2949748,-0.8206276,-0.7166366,-0.60789746,-0.42439795,-0.33895707,-0.25626993
8.006672226855713,1.4137687549737762e-15,4.583389803283826e-30,0.0,-1.1431336,-1.0286117,-0.8704972,-2.6582174,-2.5040522,-2.3252244,-0.8313338,-0.7280187,-0.6198804,-0.4327259,-0.34705138,-0.2640388
8.140116763969974,2.7608631721317166e-15,1.734270355060489e-29,0.0,-1.1585796,-1.0445666,-0.8868611,-2.680744,-2.530171,-2.3549438,-0.8419232,-0.73930067,-0.6317715,-0.4410956,-0.35518742,-0.2718327
8.273561301084236,5.2987746957612514e-15,6.337941207125618e-29,0.0,-1.1738336,-1.060363,-0.9031081,-2.702751,-2.555766,-2.3841333,-0.8524291,-0.7504992,-0.6435875,-0.4494903,-0.36334848,-0.27967668
8.407005838198499,1.0001321612083604e-14,2.240043049259607e-28,0.0,-1.1889291,-1.0760093,-0.91923,-2.7242322,-2.5808313,-2.4128077,-0.8628349,-0.76161426,-0.65532845,-0.45786834,-0.3715346,-0.28756237
8.54045037531276,1.8576462055680404e-14,7.666313673395132e-28,0.0,-1.2038493,-1.0915387,-0.9352267,-2.7451875,-2.605373,-2.4409416,-0.8731405,-0.7726292,-0.6669943,-0.46627975,-0.37974572,-0.2954898
8.673894912427022,3.397430548840391e-14,2.543642814974567e-27,0.0,-1.2185776,-1.1068845,-0.95110655,-2.7656257,-2.6293888,-2.4685478,-0.8833377,-0.78356904,-0.67857665,-0.47467446,-0.38799858,-0.3034339
8.807339449541285,6.121605689718599e-14,8.191360440501819e-27,0.0,-1.2331223,-1.1220801,-0.96687794,-2.7855444,-2.6528833,-2.4956346,-0.8934514,-0.79440874,-0.69006723,-0.48310256,-0.39626813,-0.31142807
8.940783986655546,1.0872771593062372e-13,2.5630249732735173e-26,0.0,-1.2475169,-1.1371255,-0.98248243,-2.8049312,-2.6758518,-2.5221934,-0.9034566,-0.80515665,-0.7014994,-0.491539,-0.40455437,-0.31946397
9.074228523769808,1.904569504743358e-13,7.799918931545235e-26,0.0,-1.2616694,-1.1519957,-0.99797845,-2.8238046,-2.6982906,-2.5482225,-0.91334504,-0.8157961,-0.7128064,-0.49995875,-0.41284895,-0.3275249
9.20767306088407,3.2918935936634153e-13,2.310946124968112e-25,0.0,-1.2756634,-1.1667156,-1.0133326,-2.8421502,-2.720212,-2.573728,-0.92312497,-0.82636875,-0.7240717,-0.50838685,-0.42116022,-0.33561087
9.341117597998332,5.61678525611236e-13,6.671966665621836e-25,0.0,-1.2894487,-1.1812603,-1.0285366,-2.8599849,-2.741612,-2.5987098,-0.9327881,-0.83681625,-0.7352368,-0.5168066,-0.42948818,-0.3437302
9.474562135112594,9.464858325852498e-13,1.8787331394424194e-24,0.0,-1.3030589,-1.1956382,-1.0435987,-2.8772938,-2.7624881,-2.6231618,-0.94236773,-0.8471803,-0.7462935,-0.525218,-0.43784118,-0.35188293
9.608006672226855,1.5758213404465123e-12,5.164027470678326e-24,0.0,-1.316452,-1.2098408,-1.0585356,-2.8940873,-2.7828429,-2.6470962,-0.95180553,-0.8574359,-0.75725836,-0.5336461,-0.44620252,-0.36005235
9.741451209341117,2.5932257282823635e-12,1.3866679496716117e-23,0.0,-1.3296533,-1.2238932,-1.0733056,-2.9103532,-2.802678,-2.6705072,-0.96115154,-0.8675913,-0.76815647,-0.54206586,-0.4545555,-0.36825514
9.87489574645538,4.219686510164676e-12,3.640402240198485e-23,0.0,-1.3426542,-1.2377453,-1.0879254,-2.926106,-2.8219855,-2.693384,-0.9703807,-0.87765497,-0.77895445,-0.5504606,-0.4629252,-0.37647462
10.008340283569641,6.791804596404011e-12,9.350542852745522e-23,0.0,-1.3554382,-1.2514138,-1.1024034,-2.941339,-2.8407714,-2.7157476,-0.9794931,-0.8875851,-0.78966063,-0.55884695,-0.47130322,-0.3847108
10.141784820683903,1.0817001958056808e-11,2.351464337115694e-22,0.0,-1.368022,-1.2649071,-1.1167228,-2.9560568,-2.859044,-2.7375855,-0.9884719,-0.8974318,-0.800275,-0.56721663,-0.47968125,-0.39298034
10.275229357798164,1.705259012924647e-11,5.79354530375421e-22,0.0,-1.3803804,-1.2782168,-1.1308837,-2.9702616,-2.8767953,-2.7588959,-0.9973423,-0.90716165,-0.8107726,-0.575578,-0.48805094,-0.4012332
