model_type,run_id_prefix,lr,epochs,activation,entangler,n_qubits,k,n_vertex,n_layers,seed,run_id,mse_teste_normalizado,mse_teste_desnormalizado,num_params,training_time_sec,model_path,loss_history_path,final_total_loss,mean_last_100_loss
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,9,3,1926,cqnn_strong_n_qubits_4_k_3_n_vertex_9_n_l_3_seed_1926,6.492147804237902e-06,0.12724611163139343,58,3022.873416662216,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_9_n_l_3_seed_1926.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_9_n_l_3_seed_1926.json,9.08542460820172e-06,1.2034402652716381e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,1,1924,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1924,1.9554105165298097e-05,0.3832603991031647,37,2761.6988265514374,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1924.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1924.json,2.796600165311247e-05,3.0779731714574156e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,1,1925,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1925,6.329095413093455e-06,0.12405026704072952,37,2769.8837242126465,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1925.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1925.json,5.687981683877297e-06,5.716967220905644e-06
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,1,1926,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1926,1.6027101082727313e-05,0.3141311705112457,37,2764.939940929413,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1926.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_1_seed_1926.json,2.3018137653707527e-05,2.5580154979252256e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,2,1924,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1924,1.2633222468139138e-05,0.2476111799478531,49,3121.1622014045715,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1924.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1924.json,1.7746946468832903e-05,2.095639187245979e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,2,1925,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1925,1.657695247558877e-05,0.32490822672843933,49,3131.0389456748962,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1925.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1925.json,2.374827818130143e-05,3.349702041305136e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,2,1926,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1926,5.664473519573221e-06,0.1110236793756485,49,3122.159013032913,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1926.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_2_seed_1926.json,6.311284778348636e-06,1.132220003000839e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,3,1924,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1924,1.0188565283897333e-05,0.199695885181427,61,3448.819181919098,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1924.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1924.json,1.379135483148275e-05,2.216307369963033e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,3,1925,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1925,8.579338100389577e-06,0.1681550145149231,61,3445.5390725135803,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1925.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1925.json,1.2215766219014768e-05,1.2422384215824423e-05
CQNN,cqnn_strong,0.002,15000,None,strong,4,3,12,3,1926,cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1926,2.556633080530446e-05,0.5011000633239746,61,3445.3752126693726,experimentos_pinn/modelos_salvos/modelo_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1926.pth,experimentos_pinn/historicos_loss/loss_cqnn_strong_n_qubits_4_k_3_n_vertex_12_n_l_3_seed_1926.json,3.332628693897277e-05,3.389275399968028e-05
