model_type,run_id_prefix,lr,epochs,activation,hidden,blocks,seed,run_id,mse_teste_normalizado,mse_teste_desnormalizado,num_params,training_time_sec,model_path,loss_history_path,final_total_loss,mean_last_100_loss
ResNet,resnet,0.002,15000,Tanh(),2,3,1924,resnet_n_2_b_3_seed_1924,1.7334199583274312e-05,0.3397503197193146,45,45.49016714096069,experimentos_pinn/modelos_salvos/modelo_resnet_n_2_b_3_seed_1924.pth,experimentos_pinn/historicos_loss/loss_resnet_n_2_b_3_seed_1924.json,2.3872496967669576e-05,3.0028987039258938e-05
ResNet,resnet,0.002,15000,Tanh(),2,3,1925,resnet_n_2_b_3_seed_1925,1.5623738363501616e-05,0.3062252998352051,45,45.60010814666748,experimentos_pinn/modelos_salvos/modelo_resnet_n_2_b_3_seed_1925.pth,experimentos_pinn/historicos_loss/loss_resnet_n_2_b_3_seed_1925.json,2.1698562704841606e-05,2.2516174412885446e-05
ResNet,resnet,0.002,15000,Tanh(),2,3,1926,resnet_n_2_b_3_seed_1926,0.0001465107052354142,2.8716094493865967,45,45.546971797943115,experimentos_pinn/modelos_salvos/modelo_resnet_n_2_b_3_seed_1926.pth,experimentos_pinn/historicos_loss/loss_resnet_n_2_b_3_seed_1926.json,0.00020014980691485107,0.00020174488119664602
ResNet,resnet,0.002,15000,Tanh(),3,1,1900,resnet_n_3_b_1_seed_1900,7.907708095444832e-06,0.1549910455942154,37,26.211938619613647,experimentos_pinn/modelos_salvos/modelo_resnet_n_3_b_1_seed_1900.pth,experimentos_pinn/historicos_loss/loss_resnet_n_3_b_1_seed_1900.json,7.623804776812904e-06,8.878976086634793e-06
ResNet,resnet,0.002,15000,Tanh(),3,1,1905,resnet_n_3_b_1_seed_1905,7.154711511248024e-06,0.14023232460021973,37,26.29412603378296,experimentos_pinn/modelos_salvos/modelo_resnet_n_3_b_1_seed_1905.pth,experimentos_pinn/historicos_loss/loss_resnet_n_3_b_1_seed_1905.json,1.0549797480052803e-05,1.1729911766451551e-05
ResNet,resnet,0.002,15000,Tanh(),3,1,1924,resnet_n_3_b_1_seed_1924,2.4548206056351773e-05,0.48114484548568726,37,26.328341245651245,experimentos_pinn/modelos_salvos/modelo_resnet_n_3_b_1_seed_1924.pth,experimentos_pinn/historicos_loss/loss_resnet_n_3_b_1_seed_1924.json,6.0533362557180226e-05,3.995764021965442e-05
ResNet,resnet,0.002,15000,Tanh(),3,1,1925,resnet_n_3_b_1_seed_1925,7.424483555951156e-06,0.1455199122428894,37,26.182304620742798,experimentos_pinn/modelos_salvos/modelo_resnet_n_3_b_1_seed_1925.pth,experimentos_pinn/historicos_loss/loss_resnet_n_3_b_1_seed_1925.json,7.511861440434586e-06,7.551774192506855e-06
ResNet,resnet,0.002,15000,Tanh(),3,1,1926,resnet_n_3_b_1_seed_1926,7.443223694281187e-06,0.14588715136051178,37,26.23552417755127,experimentos_pinn/modelos_salvos/modelo_resnet_n_3_b_1_seed_1926.pth,experimentos_pinn/historicos_loss/loss_resnet_n_3_b_1_seed_1926.json,6.900320840941276e-06,6.933714244041766e-06
ResNet,resnet,0.002,15000,Tanh(),3,2,1900,resnet_n_3_b_2_seed_1900,7.13630333848414e-06,0.13987155258655548,61,36.86831283569336,experimentos_pinn/modelos_salvos/modelo_resnet_n_3_b_2_seed_1900.pth,experimentos_pinn/historicos_loss/loss_resnet_n_3_b_2_seed_1900.json,6.354400284180883e-06,6.404104992725479e-06
ResNet,resnet,0.002,15000,Tanh(),3,2,1905,resnet_n_3_b_2_seed_1905,6.474752808571793e-06,0.1269051730632782,61,37.00369834899902,experimentos_pinn/modelos_salvos/modelo_resnet_n_3_b_2_seed_1905.pth,experimentos_pinn/historicos_loss/loss_resnet_n_3_b_2_seed_1905.json,7.079956958477851e-06,1.1257874066359363e-05
